json index,label index,Video ID number,main entry gloss label,entry/variant gloss label,occurrence label,start frame of video clip containing the sign,end frame of video clip containing the sign,start frame of the sign,end frame of the sign,Dominant start handshape,Non-dominant start handshape,Dominant end handshape,Non-dominant end handshape,video file,sign type
374,46,382,INJECT,(3)INJECT,(3)INJECT,3900,4013,3950,3963,3,,K,,ASL_2011_06_14_Brady_scene40-camera1.mov,Lexical Signs
375,46,383,INJECT,(3)INJECT,(3)INJECT,2450,2564,2500,2514,3,,K,,ASL_2011_07_22_Brady_scene43-camera1.mov,Lexical Signs
377,47,386,WALK,(3)WALK,(3)WALK+,2315,2475,2365,2425,3,3,3,3,ASL_2008_03_28_scene34-camera1.mov,Lexical Signs
378,47,387,WALK,(3)WALK,(3)WALK+,1490,1641,1540,1591,3,3,3,3,ASL_2008_05_29a_scene50-camera1.mov,Lexical Signs
379,47,388,WALK,(3)WALK,(3)WALK+,2329,2487,2379,2437,3,3,3,3,ASL_2011_06_14_Brady_scene34-camera1.mov,Lexical Signs
380,47,207787,WALK,(3)WALK,(3)WALK+,2373,2543,2423,2493,3,3,3,3,ASL_2011_07_22_Brady_scene22-camera1.mov,Lexical Signs
383,45,391,ACCIDENT,(5)ACCIDENT,(5)ACCIDENT,1745,1890,1795,1840,5,5,A,A,ASL_2008_01_11_scene5-camera1.mov,Lexical Signs
384,45,392,ACCIDENT,(5)ACCIDENT,(5)ACCIDENT,3097,3224,3147,3174,5,5,10,10,ASL_2008_08_04_scene4-camera1.mov,Lexical Signs
385,45,393,ACCIDENT,(5)ACCIDENT,(5)ACCIDENT,469,612,519,562,5,5,S,S,ASL_2006_10_10_scene2-camera1.mov,Lexical Signs
386,45,394,ACCIDENT,(5)ACCIDENT,(5)ACCIDENT,582,710,632,660,5,5,S,S,ASL_2007_05_24_scene5-camera1.mov,Lexical Signs
391,48,399,CRAZY,(5)CRAZY,(5)CRAZY+,1443,1614,1493,1564,5,,5,,ASL_2007_05_24_scene10-camera1.mov,Lexical Signs
392,49,400,FACE,(5)FACE,(5)FACE+,4115,4275,4165,4225,5,,5,,ASL_2008_02_01_scene53-camera1.mov,Lexical Signs
393,49,401,FACE,(5)FACE,(5)FACE+,2595,2737,2645,2687,5,,5,,ASL_2008_06_10_scene5-camera1.mov,Lexical Signs
394,49,402,FACE,(5)FACE,(5)FACE+,2615,2775,2665,2725,5,,5,,ASL_2008_08_13_session2_scene8-camera1.mov,Lexical Signs
395,49,403,FACE,(5)FACE,(5)FACE+,4260,4401,4310,4351,5,,5,,ASL_2011_06_14_Brady_scene51-camera1.mov,Lexical Signs
399,50,407,MAN,(5)MAN,(5)MAN,1610,1765,1660,1715,5,,5,,ASL_2008_02_01_scene57-camera1.mov,Lexical Signs
400,50,408,MAN,(5)MAN,(5)MAN,976,1115,1026,1065,5,,5,,ASL_2008_06_10_scene9-camera1.mov,Lexical Signs
401,50,409,MAN,(5)MAN,(5)MAN,1811,1947,1861,1897,5,,5,,ASL_2008_06_10_scene9-camera1.mov,Lexical Signs
402,50,410,MAN,(5)MAN,(5)MAN,6212,6331,6262,6281,5,,5,,ASL_2011_06_14_Brady_scene53-camera1.mov,Lexical Signs
403,50,411,MAN,(5)MAN,(5)MAN,1687,1831,1737,1781,5,,5,,ASL_2006_01_20_scene22-camera1.mov,Lexical Signs
404,6,412,THROW,(5)THROW,(5)THROW,2400,2530,2450,2480,S,,5,,ASL_2008_03_28_scene16-camera1.mov,Lexical Signs
405,6,413,THROW,(5)THROW,(5)THROW,3507,3626,3557,3576,S,,5,,ASL_2011_07_22_Brady_scene55-camera1.mov,Lexical Signs
408,51,416,WOMAN,(5)WOMAN,(5)WOMAN,555,685,605,635,5,,5,,ASL_2008_05_29b_scene16-camera1.mov,Lexical Signs
409,51,417,WOMAN,(5)WOMAN,(5)WOMAN,839,951,889,901,5,,5,,ASL_2011_07_22_Brady_scene32-camera1.mov,Lexical Signs
410,51,418,WOMAN,(5)WOMAN,(5)WOMAN,862,979,912,929,5,,5,,ASL_2011_07_22_Brady_scene46-camera1.mov,Lexical Signs
416,52,424,APPOINTMENT,(A)APPOINTMENT,(A)APPOINTMENT,1040,1181,1090,1131,A,A,A,A,ASL_2008_01_11_scene19-camera1.mov,Lexical Signs
418,53,426,BLANKET,(A)BLANKET,(A)BLANKET,11759,11897,11809,11847,A,A,A,A,ASL_2011_06_08_Brady_scene21-camera1.mov,Lexical Signs
419,53,427,BLANKET,(A)BLANKET,(A)BLANKET,12463,12585,12513,12535,crvd-B,crvd-B,A,A,ASL_2011_06_08_Brady_scene21-camera1.mov,Lexical Signs
421,54,429,CABBAGE,(A)CABBAGE,(A)CABBAGE,295,441,345,391,A,,A,,ASL_2010_08_10_Liz_additional_lexicon_signs_scene29-camera1.mov,Lexical Signs
426,55,434,PLACE,(A)PLACE,(A)PLACE,1865,2020,1915,1970,A,A,A,A,ASL_2008_01_11_scene20-camera1.mov,Lexical Signs
427,55,435,PLACE,(A)PLACE,(A)PLACE,247,382,297,332,A,A,A,A,ASL_2008_05_12a_scene14-camera1.mov,Lexical Signs
428,55,436,PLACE,(A)PLACE,(A)PLACE,335,467,385,417,A,A,A,A,ASL_2008_08_04_scene14-camera1.mov,Lexical Signs
444,56,452,NOW,(bent-B-L)NOW,(bent-B-L)NOW+,2725,2882,2775,2832,bent-B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2008_02_15_scene21-camera1.mov,Lexical Signs
445,56,453,NOW,(bent-B-L)NOW,(bent-B-L)NOW+,178,310,228,260,bent-B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2011_07_19_Brady_scene17-camera1.mov,Lexical Signs
448,57,456,BELONG,(C)BELONG,(C)BELONG,1265,1400,1315,1350,C,C,O,O,ASL_2008_01_11_scene39-camera1.mov,Lexical Signs
454,58,462,BOWLING,(crvd-3)BOWLING,(crvd-3)BOWLING,480,610,530,560,crvd-3,,crvd-3,,ASL_2008_01_11_scene52-camera1.mov,Lexical Signs
455,58,463,BOWLING,(crvd-3)BOWLING,(crvd-3)BOWLING+,2392,2563,2442,2513,S,,3,,ASL_2007_05_24_scene8-camera1.mov,Lexical Signs
459,59,467,BASKETBALL,(crvd-5)BASKETBALL,(crvd-5)BASKETBALL,10149,10270,10199,10220,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2011_06_08_Brady_scene16-camera1.mov,Lexical Signs
460,59,468,BASKETBALL,(crvd-5)BASKETBALL,(crvd-5)BASKETBALL,3612,3735,3662,3685,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2011_07_19_Brady_scene117-camera1.mov,Lexical Signs
462,59,470,BASKETBALL,(crvd-5)BASKETBALL,(crvd-5)BASKETBALL,1518,1663,1568,1613,crvd-5,crvd-5,crvd-5,crvd-5,ASL_2007_05_24_scene7-camera1.mov,Lexical Signs
464,60,472,STORY,(crvd-B)STORY,(crvd-B)STORY+,1846,2012,1896,1962,crvd-B,crvd-B,flat-O,flat-O,ASL_2008_02_29_scene48-camera1.mov,Lexical Signs
465,60,473,STORY,(crvd-B)STORY,(crvd-B)STORY+,595,777,645,727,crvd-B,crvd-B,flat-O,flat-O,ASL_2010_08_10_Liz_additional_lexicon_signs_scene4-camera1.mov,Lexical Signs
466,60,474,STORY,(crvd-B)STORY,(crvd-B)STORY+,3070,3212,3120,3162,crvd-B,crvd-B,flat-O,flat-O,ASL_2011_07_19_Brady_scene99-camera1.mov,Lexical Signs
467,60,475,STORY,(crvd-B)STORY,(crvd-B)STORY++,2109,2290,2159,2240,crvd-B,crvd-B,flat-O,flat-O,ASL_2008_02_29_scene48-camera1.mov,Lexical Signs
471,61,479,BRIDGE,(crvd-V)BRIDGE,(crvd-V)BRIDGE,296,419,346,369,crvd-V,S,crvd-V,S,ASL_2006_10_10_scene4-camera1.mov,Lexical Signs
474,62,482,ART/DESIGN,(D)ART/DESIGN,(D)ART/DESIGN,1060,1196,1110,1146,D,B-L,D,B-L,ASL_2008_05_12b_scene15-camera1.mov,Lexical Signs
475,62,483,ART/DESIGN,(D)ART/DESIGN,(D)ART/DESIGN,1331,1461,1381,1411,D,B-L,D,B-L,ASL_2008_08_06_scene15-camera1.mov,Lexical Signs
479,63,487,DEPRESS,(D)DEPRESS,(D)DEPRESS,512,645,562,595,D,D,D,D,ASL_2008_05_12b_scene15-camera1.mov,Lexical Signs
480,63,488,DEPRESS,(D)DEPRESS,(D)DEPRESS,442,585,492,535,D,D,D,D,ASL_2008_08_06_scene15-camera1.mov,Lexical Signs
482,64,490,DEVELOP,(D)DEVELOP,(D)DEVELOP,4230,4370,4280,4320,D,B-L,D,B-L,ASL_2008_05_12b_scene15-camera1.mov,Lexical Signs
486,65,494,DOCTOR,(D)DOCTOR,(D)DOCTOR+,1220,1345,1270,1295,D,psv,D,psv,ASL_2008_08_06_scene21-camera1.mov,Lexical Signs
489,66,497,ELECTRIC,(E)ELECTRIC,(E)ELECTRIC,1655,1811,1705,1761,E,E,E,E,ASL_2007_05_24_scene7-camera1.mov,Lexical Signs
497,67,505,FUTURE,(F)FUTURE,(F)FUTURE,2810,2955,2860,2905,F,,F,,ASL_2008_05_29a_scene33-camera1.mov,Lexical Signs
503,68,511,WHISTLE,(F/9)WHISTLE,(F/9)WHISTLE,1346,1497,1396,1447,open-F,,F,,ASL_2008_03_28_scene41-camera1.mov,Lexical Signs
506,69,514,GLUE,(G)GLUE,(G)GLUE++,461,626,511,576,G,B-L,G,B-L,ASL_2008_05_29a_scene38-camera1.mov,Lexical Signs
507,69,515,GLUE,(G)GLUE,(G)GLUE++,850,1007,900,957,G,B-L,G,B-L,ASL_2008_05_29a_scene38-camera1.mov,Lexical Signs
508,27,516,GOLD/ns-CALIFORNIA,(G)GOLD,(G)GOLD,1127,1250,1177,1200,G,,G,,ASL_2008_05_29a_scene39-camera1.mov,Lexical Signs
509,70,517,GOVERNMENT,(G)GOVERNMENT,(G)GOVERNMENT,1547,1675,1597,1625,G,,G,,ASL_2008_05_29a_scene40-camera1.mov,Lexical Signs
510,70,518,GOVERNMENT,(G)GOVERNMENT,(G)GOVERNMENT,938,1092,988,1042,alt-G_bent-L,,alt-G_bent-L,,ASL_2007_05_24_scene16-camera1.mov,Lexical Signs
515,71,523,TRASH/BAG,(G)TRASH/BAG,(G)TRASH/BAG,3135,3305,3185,3255,G,S,G,S,ASL_2010_08_10_Liz_additional_lexicon_signs_scene28-camera1.mov,Lexical Signs
516,72,525,EVERY-THURSDAY,(H)EVERY-THURSDAY,(H)EVERY-THURSDAY,867,987,917,937,U,,U,,ASL_2008_08_06_scene34-camera1.mov,Lexical Signs
517,72,526,EVERY-THURSDAY,(H)EVERY-THURSDAY,(H)EVERY-THURSDAY,4210,4329,4260,4279,U,,U,,ASL_2011_06_14_Brady_scene13-camera1.mov,Lexical Signs
525,73,534,KICK,(K)KICK,(K)KICK,3805,3936,3855,3886,K,B-L,K,bent-B-L,ASL_2008_05_29b_scene13-camera1.mov,Lexical Signs
526,74,535,KILL,(K)KILL,(K)KILL,455,597,505,547,K,B-L,K,B-L,ASL_2008_02_01_scene41-camera1.mov,Lexical Signs
527,74,536,KILL,(K)KILL,(K)KILL,175,301,225,251,K,B-L,K,B-L,ASL_2008_05_29b_scene14-camera1.mov,Lexical Signs
528,74,537,KILL,(K)KILL,(K)KILL,242,368,292,318,K,B-L,K,B-L,ASL_2008_08_13_scene34-camera1.mov,Lexical Signs
533,28,542,CRY,(L)CRY,(L)CRY+,3965,4136,4015,4086,L,L,L-X,L-X,ASL_2008_08_06_scene9-camera1.mov,Lexical Signs
534,28,543,CRY,(L)CRY,(L)CRY++,3005,3147,3055,3097,L,L,10,10,ASL_2008_05_12b_scene9-camera1.mov,Lexical Signs
539,75,548,LIVE,(L)LIVE,(L)LIVE,677,821,727,771,L,L,L,L,ASL_2008_02_01_scene49-camera1.mov,Lexical Signs
541,75,550,LIVE,(L)LIVE,(L)LIVE,1600,1727,1650,1677,L,L,L,L,ASL_2008_06_10_scene3-camera1.mov,Lexical Signs
542,75,551,LIVE,(L)LIVE,(L)LIVE,531,665,581,615,L,L,L,L,ASL_2008_08_13_session2_scene4-camera1.mov,Lexical Signs
554,76,563,MEMBER,(M)MEMBER,(M)MEMBER,1421,1556,1471,1506,full-M,,full-M,,ASL_2008_06_10_scene12-camera1.mov,Lexical Signs
558,77,567,SHOW,(M)SHOW,(M)SHOW,3405,3555,3455,3505,bent-M,B-L,bent-M,B-L,ASL_2008_02_15_scene7-camera1.mov,Lexical Signs
559,78,568,BAWL-OUT,(nd-1)BAWL-OUT,(nd-1)BAWL-OUT,6883,6987,6933,6937,S,1,5,1,ASL_2011_06_08_Brady_scene17-camera1.mov,Lexical Signs
563,79,572,FIRST-IN-LIST,(nd-1)FIRST-IN-LIST,(nd-1)FIRST-IN-LIST,1003,1113,1053,1063,1,1,1,1,ASL_2011_07_19_Brady_scene42-camera1.mov,Number Signs
564,16,573,FORCE,(nd-1)FORCE,(nd-1)FORCE,5280,5391,5330,5341,C,1,C,1,ASL_2011_06_14_Brady_scene21-camera1.mov,Lexical Signs
566,80,575,FIRED,(nd-B)FIRED,(nd-B)FIRED,2529,2645,2579,2595,B-L,B,B-L,B,ASL_2006_10_10_scene9-camera1.mov,Lexical Signs
567,80,576,FIRED,(nd-B)FIRED,(nd-B)FIRED,2479,2594,2529,2544,B-L,B,B-L,B,ASL_2006_10_10_scene15-camera1.mov,Lexical Signs
568,81,577,ISLAND/INTEREST,(nd-B)ISLAND/INTEREST,(nd-B)ISLAND/INTEREST+,2485,2635,2535,2585,I,B,I,B,ASL_2008_02_01_scene33-camera1.mov,Lexical Signs
569,81,578,ISLAND/INTEREST,(nd-B)ISLAND/INTEREST,(nd-B)ISLAND/INTEREST+,3450,3590,3500,3540,I,B,I,B,ASL_2008_05_29b_scene7-camera1.mov,Lexical Signs
570,81,579,ISLAND/INTEREST,(nd-B)ISLAND/INTEREST,(nd-B)ISLAND/INTEREST+,3505,3650,3555,3600,I,B,I,B,ASL_2008_05_29b_scene9-camera1.mov,Lexical Signs
573,82,583,FILE,(nd-B-L)FILE,(nd-B-L)FILE++,610,757,660,707,B-L,B-L,B-L,B-L,ASL_2008_01_18_scene41-camera1.mov,Lexical Signs
574,82,207778,FILE,(nd-B-L)FILE,(nd-B-L)FILE,910,1022,960,972,B-L,B-L,B-L,B-L,ASL_2008_01_18_scene41-camera1.mov,Lexical Signs
583,52,592,APPOINTMENT,(nd-S)APPOINTMENT,(nd-S)APPOINTMENT,816,980,866,930,crvd-sprd-B,S,S,S,ASL_2008_02_29_scene12-camera1.mov,Lexical Signs
584,52,593,APPOINTMENT,(nd-S)APPOINTMENT,(nd-S)APPOINTMENT,8651,8781,8701,8731,crvd-5,S,A,S,ASL_2011_06_08_Brady_scene12-camera1.mov,Lexical Signs
586,83,595,INSTITUTE,(nd-S)INSTITUTE,(nd-S)INSTITUTE,2283,2414,2333,2364,I,S,I,S,ASL_2006_10_10_scene22-camera1.mov,Lexical Signs
587,83,596,INSTITUTE,(nd-S)INSTITUTE_2,(nd-S)INSTITUTE_2,2192,2353,2242,2303,I,S,I,S,ASL_2007_05_24_scene25-camera1.mov,Lexical Signs
590,84,599,DIPLOMA,(O)DIPLOMA,(O)DIPLOMA,317,459,367,409,O,O,O,O,ASL_2008_02_15_scene40-camera1.mov,Lexical Signs
591,84,600,DIPLOMA,(O)DIPLOMA,(O)DIPLOMA,1450,1581,1500,1531,O,O,O,O,ASL_2008_05_12b_scene17-camera1.mov,Lexical Signs
592,84,601,DIPLOMA,(O)DIPLOMA,(O)DIPLOMA,1312,1437,1362,1387,O,O,O,O,ASL_2008_08_06_scene18-camera1.mov,Lexical Signs
593,84,602,DIPLOMA,(O)DIPLOMA,(O)DIPLOMA,1621,1750,1671,1700,O,O,O,O,ASL_2011_06_08_Brady_scene35-camera1.mov,Lexical Signs
596,85,605,SPEECH/ORAL,(O)SPEECH/ORAL,(O)SPEECH/ORAL+,345,505,395,455,O,,O,,ASL_2008_02_15_scene27-camera1.mov,Lexical Signs
606,86,615,RUN,(parallel)RUN,(parallel)RUN,2730,2895,2780,2845,L-X,L-X,L-X,L-X,ASL_2008_02_01_scene37-camera1.mov,Lexical Signs
607,86,616,RUN,(parallel)RUN,(parallel)RUN,525,670,575,620,L-X,L-X,L-X,L-X,ASL_2008_02_29_scene20-camera1.mov,Lexical Signs
608,86,617,RUN,(parallel)RUN,(parallel)RUN,915,1055,965,1005,L,L,L-X,L-X,ASL_2011_07_19_Brady_scene70-camera1.mov,Lexical Signs
609,86,618,RUN,(parallel)RUN,(parallel)RUN,3529,3685,3579,3635,L-X,L-X,L-X,L-X,ASL_2011_07_22_Brady_scene45-camera1.mov,Lexical Signs
615,87,624,FLOWER,(R)FLOWER,(R)FLOWER,4860,4995,4910,4945,R,,R,,ASL_2008_02_29_scene18-camera1.mov,Lexical Signs
616,87,625,FLOWER,(R)FLOWER,(R)FLOWER,87,216,137,166,R,,R,,ASL_2011_07_19_Brady_scene69-camera1.mov,Lexical Signs
624,88,633,RESEARCH,(R)RESEARCH,(R)RESEARCH++,360,510,410,460,R,B-L,R,B-L,ASL_2008_02_29_scene12-camera1.mov,Lexical Signs
629,77,638,SHOW,(R)SHOW,(R)SHOW,2000,2145,2050,2095,R,B-L,R,B-L,ASL_2008_02_29_scene11-camera1.mov,Lexical Signs
630,26,639,SUGGEST,(R)SUGGEST,(R)SUGGEST,1066,1201,1116,1151,R,R,R,R,ASL_2008_02_29_scene7-camera1.mov,Lexical Signs
631,89,640,SUPPORT,(R)SUPPORT,(R)SUPPORT+,605,763,655,713,R,S,R,S,ASL_2008_02_29_scene9-camera1.mov,Lexical Signs
632,89,641,SUPPORT,(R)SUPPORT,(R)SUPPORT+,1143,1264,1193,1214,R,S,R,S,ASL_2011_07_19_Brady_scene54-camera1.mov,Lexical Signs
634,90,643,HELP,(rd)HELP,(rd)HELP+,2563,2686,2613,2636,B-L,10,B-L,10,ASL_2006_10_10_scene12-camera1.mov,Lexical Signs
636,91,645,KITE,(rd)KITE,(rd)KITE,2995,3170,3045,3120,1,B-L,1,B-L,ASL_2008_02_01_scene41-camera1.mov,Lexical Signs
637,91,646,KITE,(rd)KITE,(rd)KITE,2721,2869,2771,2819,1,B-L,1,B-L,ASL_2011_06_14_Brady_scene45-camera1.mov,Lexical Signs
642,92,651,APPLE,(S)APPLE,(S)APPLE,2704,2825,2754,2775,S,,S,,ASL_2006_10_10_scene2-camera1.mov,Lexical Signs
648,93,657,BORN,(S)BORN,(S)BORN,2861,2985,2911,2935,S,B-L,S,B-L,ASL_2008_08_04_scene32-camera1.mov,Lexical Signs
653,94,662,DRESSER,(S)DRESSER,(S)DRESSER+,452,610,502,560,S,S,S,S,ASL_2008_01_18_scene24-camera1.mov,Lexical Signs
654,94,663,DRESSER,(S)DRESSER,(S)DRESSER+,217,360,267,310,S,S,S,S,ASL_2008_05_29a_scene4-camera1.mov,Lexical Signs
655,94,664,DRESSER,(S)DRESSER,(S)DRESSER+,257,436,307,386,S,S,S,S,ASL_2008_08_06_scene24-camera1.mov,Lexical Signs
656,94,665,DRESSER,(S)DRESSER,(S)DRESSER+,2142,2290,2192,2240,S,S,S,S,ASL_2011_06_14_Brady_scene7-camera1.mov,Lexical Signs
664,95,673,OLD,(S)OLD,(S)OLD,2065,2200,2115,2150,S,,S,,ASL_2008_02_15_scene23-camera1.mov,Lexical Signs
665,95,674,OLD,(S)OLD,(S)OLD,272,400,322,350,S,,S,,ASL_2011_07_19_Brady_scene19-camera1.mov,Lexical Signs
669,96,678,(U)BOWTIE,(U)BOWTIE,(U)BOWTIE,960,1095,1010,1045,cocked-U,cocked-U,U,U,ASL_2008_01_11_scene52-camera1.mov,Lexical Signs
670,96,679,(U)BOWTIE,(U)BOWTIE,(U)BOWTIE,2005,2140,2055,2090,cocked-U,cocked-U,U,U,ASL_2008_02_29_scene14-camera1.mov,Lexical Signs
671,96,680,(U)BOWTIE,(U)BOWTIE,(U)BOWTIE,1955,2091,2005,2041,cocked-U,cocked-U,U,U,ASL_2008_03_28_scene25-camera1.mov,Lexical Signs
672,96,681,(U)BOWTIE,(U)BOWTIE,(U)BOWTIE,1730,1871,1780,1821,cocked-U,cocked-U,U,U,ASL_2008_05_12a_scene32-camera1.mov,Lexical Signs
673,96,682,(U)BOWTIE,(U)BOWTIE,(U)BOWTIE,2687,2810,2737,2760,cocked-U,cocked-U,U,U,ASL_2008_08_04_scene33-camera1.mov,Lexical Signs
674,96,683,(U)BOWTIE,(U)BOWTIE,(U)BOWTIE,26498,26614,26548,26564,S,S,U,U,ASL_2011_06_08_Brady_scene22-camera1.mov,Lexical Signs
675,96,684,(U)BOWTIE,(U)BOWTIE,(U)BOWTIE,2945,3061,2995,3011,S,S,U,U,ASL_2011_07_19_Brady_scene59-camera1.mov,Lexical Signs
676,96,685,(U)BOWTIE,(U)BOWTIE,(U)BOWTIE,3521,3634,3571,3584,S,S,U,U,ASL_2011_07_19_Brady_scene59-camera1.mov,Lexical Signs
677,96,686,(U)BOWTIE,(U)BOWTIE,(U)BOWTIE,2916,3043,2966,2993,cocked-U,cocked-U,U,U,ASL_2011_07_22_Brady_scene13-camera1.mov,Lexical Signs
678,96,687,(U)BOWTIE,(U)BOWTIE,(U)BOWTIE,1160,1284,1210,1234,cocked-U,cocked-U,U,U,ASL_2011_07_22_Brady_scene56-camera1.mov,Lexical Signs
679,97,688,KNIFE,(U)KNIFE,(U)KNIFE+,1001,1141,1051,1091,U,U,U,U,ASL_2008_02_01_scene42-camera1.mov,Lexical Signs
680,97,689,KNIFE,(U)KNIFE,(U)KNIFE+,862,1002,912,952,U,U,U,U,ASL_2008_08_13_scene35-camera1.mov,Lexical Signs
681,97,690,KNIFE,(U)KNIFE,(U)KNIFE+,4683,4814,4733,4764,U,U,U,U,ASL_2011_06_14_Brady_scene45-camera1.mov,Lexical Signs
682,97,691,KNIFE,(U)KNIFE,(U)KNIFE++,506,655,556,605,U,U,U,U,ASL_2008_05_29b_scene15-camera1.mov,Lexical Signs
685,98,694,BUILD,(U-L)BUILD,(U-L)BUILD+,895,1021,945,971,bent-U-L,bent-U-L,bent-U-L,bent-U-L,ASL_2008_08_04_scene37-camera1.mov,Lexical Signs
686,98,695,BUILD,(U-L)BUILD,(U-L)BUILD+,1173,1315,1223,1265,U-L,bent-U-L,bent-U-L,bent-U-L,ASL_2008_08_04_scene37-camera1.mov,Lexical Signs
687,98,696,BUILD,(U-L)BUILD,(U-L)BUILD++,2469,2608,2519,2558,U-L,bent-U-L,U-L,bent-N,ASL_2011_06_08_Brady_scene24-camera1.mov,Lexical Signs
688,98,697,BUILD,(U-L)BUILD,(U-L)BUILD++,3418,3559,3468,3509,U-L,bent-U,U-L,bent-N,ASL_2011_06_08_Brady_scene24-camera1.mov,Lexical Signs
689,98,698,BUILD,(U-L)BUILD,(U-L)BUILD++,728,880,778,830,U-L,bent-U-L,bent-U-L,bent-U-L,ASL_2007_05_24_scene8-camera1.mov,Lexical Signs
690,98,1754,BUILD,(U-L)BUILD,(U-L)BUILD+,1925,2070,1975,2020,U,bent-U,bent-U,crvd-U,ASL_2008_01_11_scene58-camera1.mov,Lexical Signs
691,98,1755,BUILD,(U-L)BUILD,(U-L)BUILD+++,1056,1196,1106,1146,U,bent-U,bent-U,U,ASL_2008_05_12a_scene36-camera1.mov,Lexical Signs
696,99,703,DROWN,(V)DROWN,(V)DROWN,635,776,685,726,V,5,V,5,ASL_2008_01_18_scene25-camera1.mov,Lexical Signs
697,99,704,DROWN,(V)DROWN,(V)DROWN,772,890,822,840,V,5,V,5,ASL_2008_08_06_scene25-camera1.mov,Lexical Signs
698,100,705,HAVE,(V)HAVE,(V)HAVE,464,598,514,548,V,V,V,V,ASL_2011_07_22_Brady_scene20-camera1.mov,Lexical Signs
699,101,706,NAB,(V)NAB,(V)NAB,659,792,709,742,V,1,crvd-V,1,ASL_2010_08_10_Liz_additional_lexicon_signs_scene5-camera1.mov,Lexical Signs
702,82,709,FILE,(Vulcan)FILE,(Vulcan)FILE,187,310,237,260,B-L,Vulcan,B-L,Vulcan,ASL_2008_08_06_scene41-camera1.mov,Lexical Signs
703,82,710,FILE,(Vulcan)FILE,(Vulcan)FILE,450,575,500,525,B-L,Vulcan,B-L,Vulcan,ASL_2008_08_06_scene41-camera1.mov,Lexical Signs
704,82,711,FILE,(Vulcan)FILE,(Vulcan)FILE,530,650,580,600,B-L,5,B-L,5,ASL_2011_06_14_Brady_scene18-camera1.mov,Lexical Signs
705,82,712,FILE,(Vulcan)FILE,(Vulcan)FILE,1248,1362,1298,1312,B-L,5,B-L,5,ASL_2011_06_14_Brady_scene18-camera1.mov,Lexical Signs
708,102,716,(X)FOOL/DOLL,(X)FOOL/DOLL,(X)FOOL/DOLL,2016,2145,2066,2095,X,,X,,ASL_2008_01_18_scene46-camera1.mov,Lexical Signs
710,102,719,(X)FOOL/DOLL,(X)FOOL/DOLL,(X)FOOL/DOLL+,1930,2057,1980,2007,X,,X,,ASL_2008_08_06_scene21-camera1.mov,Lexical Signs
711,102,720,(X)FOOL/DOLL,(X)FOOL/DOLL,(X)FOOL/DOLL+,984,1111,1034,1061,X,,X,,ASL_2011_06_08_Brady_scene37-camera1.mov,Lexical Signs
712,102,721,(X)FOOL/DOLL,(X)FOOL/DOLL,(X)FOOL/DOLL++,4090,4235,4140,4185,X,,X,,ASL_2008_05_29a_scene1-camera1.mov,Lexical Signs
713,102,207956,(X)FOOL/DOLL,(X)FOOL/DOLL,(X)FOOL/DOLL,1940,2055,1990,2005,X,,X,,ASL_2008_08_06_scene46-camera1.mov,Lexical Signs
714,102,207957,(X)FOOL/DOLL,(X)FOOL/DOLL,(X)FOOL/DOLL,2127,2250,2177,2200,X,,X,,ASL_2011_06_14_Brady_scene21-camera1.mov,Lexical Signs
715,103,722,CELEBRATE,(X-over-thumb)CELEBRATE,(X-over-thumb)CELEBRATE,882,1042,932,992,X-over-thumb,X-over-thumb,X-over-thumb,X-over-thumb,ASL_2008_08_04_scene43-camera1.mov,Lexical Signs
727,104,735,COUNTRY,(Y)COUNTRY,(Y)COUNTRY+,2417,2580,2467,2530,Y,A,Y,A,ASL_2008_01_18_scene6-camera1.mov,Lexical Signs
728,104,736,COUNTRY,(Y)COUNTRY,(Y)COUNTRY+,1635,1770,1685,1720,Y,psv,Y,psv,ASL_2008_08_06_scene6-camera1.mov,Lexical Signs
729,105,737,DRINK,(Y)DRINK,(Y)DRINK,878,1005,928,955,Y,,Y,,ASL_2008_08_04_scene8-camera1.mov,Lexical Signs
736,90,744,HELP,1p-HELP:i,1p-HELP:i,1551,1690,1601,1640,10,B-L,10,B-L,ASL_2008_02_01_scene21-camera1.mov,Lexical Signs
737,90,745,HELP,1p-HELP:i,1p-HELP:i,1745,1886,1795,1836,10,B-L,10,B-L,ASL_2008_02_01_scene21-camera1.mov,Lexical Signs
738,90,746,HELP,1p-HELP:i,1p-HELP:i,1267,1390,1317,1340,10,B-L,10,B-L,ASL_2008_05_29a_scene49-camera1.mov,Lexical Signs
739,90,747,HELP,1p-HELP:i,1p-HELP:i,1661,1780,1711,1730,10,B-L,10,B-L,ASL_2008_08_13_scene17-camera1.mov,Lexical Signs
740,90,748,HELP,1p-HELP:i,1p-HELP:i,1910,2028,1960,1978,10,B-L,10,B-L,ASL_2008_08_13_scene17-camera1.mov,Lexical Signs
741,90,749,HELP,1p-HELP:i,1p-HELP:i,5282,5406,5332,5356,10,B-L,10,B-L,ASL_2011_06_14_Brady_scene33-camera1.mov,Lexical Signs
742,106,750,MEET,1p-MEET:i,1p-MEET:i,1615,1755,1665,1705,1,1,1,1,ASL_2008_05_12a_scene13-camera1.mov,Lexical Signs
